,CPU_A,RAM_A,CPU_B,RAM_B,CPU_C,RAM_C
16752,0.12,0.4,0.78,0.7,0.27,0.3
16753,0.42,0.6,0.62,0.5,0.14,0.3
16754,0.93,0.8,0.26,0.6,0.9,0.8
16755,0.73,0.5,0.8,0.8,0.52,0.5
16756,0.26,0.4,0.93,0.8,0.38,0.3
16757,0.96,0.5,0.43,0.5,0.65,0.8
16758,0.64,0.5,0.55,0.7,0.81,0.7
16759,0.63,0.4,0.36,0.6,0.56,0.4
16760,0.19,0.6,0.79,0.8,0.81,0.5
16761,0.93,0.8,0.67,0.4,0.81,0.4
16762,0.26,0.5,0.34,0.5,0.94,0.7
16763,0.82,0.8,0.4,0.5,0.18,0.4
16764,0.48,0.4,0.27,0.5,0.23,0.5
16765,0.32,0.6,0.84,0.4,0.42,0.7
16766,0.46,0.6,0.47,0.4,0.81,0.4
16767,0.53,0.6,0.61,0.4,0.73,0.6
16768,0.83,0.4,0.82,0.7,0.59,0.7
16769,0.2,0.7,0.84,0.4,0.88,0.6
16770,0.33,0.7,0.8,0.4,0.4,0.4
16771,0.59,0.7,0.4,0.5,0.54,0.7
16772,0.47,0.7,0.52,0.5,0.66,0.4
16773,0.42,0.6,0.79,0.6,0.85,0.4
16774,0.42,0.4,0.84,0.7,0.31,0.4
16775,0.9,0.6,0.3,0.3,0.94,0.5
16776,0.77,0.6,0.72,0.7,0.25,0.7
16777,0.53,0.5,0.18,0.5,0.21,0.7
16778,0.21,0.7,0.66,0.6,0.22,0.6
16779,0.29,0.3,0.74,0.7,0.4,0.7
16780,0.59,0.5,0.14,0.4,0.54,0.5
16781,0.52,0.5,0.75,0.4,0.2,0.8
16782,0.47,0.5,0.63,0.6,0.87,0.8
16783,0.29,0.7,0.29,0.6,0.83,0.3
16784,0.27,0.6,0.59,0.4,0.11,0.4
16785,0.82,0.8,0.26,0.5,0.49,0.4
16786,0.74,0.4,0.83,0.4,0.27,0.7
16787,0.9,0.5,0.29,0.7,0.68,0.6
16788,0.15,0.5,0.7,0.7,0.48,0.6
16789,0.64,0.8,0.95,0.5,0.62,0.4
16790,0.84,0.8,0.52,0.6,0.81,0.5
16791,0.83,0.6,0.2,0.7,0.68,0.6
16792,0.31,0.6,0.4,0.7,0.14,0.3
16793,0.43,0.6,0.31,0.7,0.45,0.7
16794,0.75,0.3,0.37,0.5,0.92,0.8
16795,0.61,0.5,0.39,0.7,0.17,0.5
16796,0.4,0.6,0.55,0.6,0.32,0.4
16797,0.77,0.4,0.65,0.3,0.56,0.5
16798,0.42,0.5,0.3,0.8,0.25,0.8
16799,0.85,0.5,0.53,0.6,0.21,0.6
16800,0.34,0.4,0.61,0.3,0.81,0.3
16801,0.12,0.6,0.4,0.4,0.14,0.4
16802,0.95,0.4,0.95,0.4,0.36,0.7
16803,0.65,0.5,0.31,0.4,0.27,0.8
16804,0.65,0.7,0.74,0.6,0.38,0.7
16805,0.28,0.5,0.58,0.5,0.76,0.8
16806,0.2,0.7,0.79,0.4,0.62,0.4
16807,0.69,0.5,0.63,0.5,0.92,0.4
16808,0.49,0.3,0.89,0.6,0.23,0.5
16809,0.35,0.6,0.7,0.3,0.83,0.4
16810,0.47,0.8,0.88,0.5,0.96,0.6
16811,0.88,0.5,0.86,0.6,0.79,0.6
16812,0.43,0.4,0.5,0.5,0.69,0.6
16813,0.38,0.3,0.2,0.3,0.83,0.8
16814,0.19,0.7,0.64,0.5,0.64,0.8
16815,0.79,0.7,0.35,0.6,0.67,0.7
16816,0.89,0.7,0.76,0.5,0.79,0.6
16817,0.42,0.7,0.96,0.8,0.82,0.6
16818,0.43,0.5,0.81,0.7,0.34,0.8
16819,0.36,0.4,0.52,0.4,0.54,0.7
16820,0.61,0.4,0.35,0.4,0.76,0.6
16821,0.86,0.4,0.71,0.5,0.69,0.4
16822,0.13,0.5,0.94,0.4,0.66,0.6
16823,0.74,0.6,0.65,0.4,0.38,0.4
16824,0.2,0.5,0.26,0.4,0.33,0.5
16825,0.76,0.5,0.13,0.4,0.86,0.4
16826,0.88,0.4,0.36,0.8,0.4,0.3
16827,0.68,0.5,0.25,0.7,0.61,0.7
16828,0.86,0.6,0.86,0.3,0.87,0.4
16829,0.58,0.8,0.4,0.7,0.85,0.4
16830,0.52,0.5,0.86,0.7,0.7,0.7
16831,0.95,0.7,0.59,0.6,0.71,0.6
16832,0.24,0.8,0.49,0.4,0.72,0.6
16833,0.38,0.5,0.36,0.4,0.72,0.4
16834,0.19,0.7,0.86,0.4,0.44,0.7
16835,0.36,0.5,0.89,0.7,0.93,0.3
16836,0.45,0.5,0.28,0.6,0.16,0.5
16837,0.48,0.5,0.82,0.4,0.85,0.8
16838,0.92,0.8,0.31,0.5,0.59,0.4
16839,0.91,0.5,0.66,0.5,0.57,0.7
16840,0.72,0.4,0.88,0.5,0.46,0.7
16841,0.22,0.8,0.74,0.6,0.35,0.6
16842,0.1,0.5,0.12,0.8,0.6,0.5
16843,0.46,0.5,0.2,0.5,0.36,0.4
16844,0.96,0.5,0.65,0.7,0.14,0.4
16845,0.31,0.6,0.59,0.6,0.89,0.5
16846,0.3,0.3,0.38,0.7,0.97,0.5
16847,0.53,0.8,0.11,0.7,0.41,0.5
16848,0.39,0.7,0.15,0.6,0.31,0.5
16849,0.53,0.3,0.77,0.8,0.51,0.5
16850,0.47,0.3,0.34,0.6,0.81,0.7
16851,0.6,0.5,0.38,0.6,0.93,0.5
16852,0.63,0.7,0.54,0.5,0.28,0.5
16853,0.5,0.6,0.6,0.5,0.48,0.3
16854,0.62,0.5,0.55,0.7,0.69,0.3
16855,0.42,0.5,0.76,0.8,0.11,0.3
16856,0.9,0.8,0.62,0.7,0.21,0.5
16857,0.92,0.4,0.31,0.6,0.49,0.6
16858,0.4,0.5,0.97,0.8,0.72,0.5
16859,0.96,0.8,0.71,0.3,0.35,0.8
16860,0.46,0.3,0.89,0.7,0.36,0.4
16861,0.31,0.4,0.59,0.6,0.58,0.6
16862,0.34,0.3,0.11,0.7,0.46,0.5
16863,0.61,0.6,0.86,0.4,0.15,0.3
16864,0.8,0.6,0.14,0.6,0.66,0.6
16865,0.12,0.4,0.61,0.6,0.3,0.6
16866,0.5,0.6,0.45,0.4,0.26,0.7
16867,0.78,0.8,0.22,0.5,0.89,0.6
16868,0.75,0.8,0.38,0.7,0.19,0.3
16869,0.69,0.8,0.77,0.4,0.37,0.3
16870,0.73,0.6,0.41,0.8,0.91,0.6
16871,0.52,0.5,0.68,0.6,0.21,0.4
16872,0.18,0.7,0.7,0.6,0.46,0.3
16873,0.68,0.7,0.72,0.5,0.1,0.3
16874,0.64,0.4,0.67,0.8,0.7,0.5
16875,0.36,0.4,0.28,0.7,0.16,0.5
16876,0.84,0.3,0.5,0.7,0.94,0.3
16877,0.27,0.5,0.87,0.5,0.16,0.5
16878,0.53,0.5,0.32,0.6,0.67,0.6
16879,0.91,0.8,0.21,0.7,0.72,0.4
16880,0.61,0.7,0.92,0.4,0.56,0.7
16881,0.43,0.6,0.24,0.6,0.29,0.6
16882,0.13,0.5,0.26,0.8,0.15,0.7
16883,0.85,0.7,0.43,0.5,0.77,0.6
16884,0.69,0.8,0.56,0.6,0.57,0.7
16885,0.58,0.5,0.95,0.4,0.96,0.3
16886,0.56,0.7,0.89,0.7,0.64,0.5
16887,0.67,0.4,0.14,0.7,0.83,0.8
16888,0.9,0.7,0.69,0.5,0.27,0.6
16889,0.89,0.5,0.17,0.4,0.59,0.4
16890,0.67,0.6,0.2,0.8,0.73,0.6
16891,0.65,0.4,0.72,0.5,0.44,0.7
16892,0.79,0.3,0.75,0.7,0.43,0.7
16893,0.25,0.7,0.17,0.4,0.3,0.4
16894,0.37,0.6,0.23,0.5,0.74,0.6
16895,0.83,0.7,0.61,0.3,0.57,0.3
16896,0.21,0.8,0.11,0.4,0.87,0.3
16897,0.31,0.4,0.55,0.7,0.32,0.5
16898,0.57,0.5,0.17,0.4,0.65,0.5
16899,0.14,0.4,0.71,0.5,0.2,0.6
16900,0.47,0.6,0.79,0.7,0.15,0.4
16901,0.44,0.6,0.47,0.4,0.39,0.6
16902,0.33,0.4,0.37,0.6,0.88,0.6
16903,0.45,0.6,0.3,0.4,0.55,0.5
16904,0.61,0.6,0.66,0.8,0.25,0.7
16905,0.56,0.7,0.55,0.6,0.19,0.6
16906,0.44,0.5,0.91,0.6,0.57,0.7
16907,0.7,0.4,0.63,0.7,0.43,0.5
16908,0.54,0.8,0.29,0.7,0.71,0.8
16909,0.22,0.6,0.11,0.4,0.4,0.7
16910,0.74,0.5,0.64,0.8,0.31,0.4
16911,0.39,0.6,0.34,0.5,0.55,0.6
16912,0.78,0.6,0.79,0.3,0.91,0.5
16913,0.52,0.4,0.7,0.7,0.33,0.7
16914,0.25,0.6,0.25,0.3,0.3,0.6
16915,0.94,0.3,0.55,0.8,0.71,0.6
16916,0.2,0.6,0.5,0.4,0.96,0.8
16917,0.61,0.5,0.41,0.7,0.91,0.6
16918,0.6,0.6,0.84,0.6,0.3,0.3
16919,0.63,0.6,0.74,0.6,0.42,0.6
16920,0.14,0.5,0.4,0.4,0.54,0.7
16921,0.3,0.5,0.11,0.7,0.39,0.6
16922,0.19,0.3,0.61,0.8,0.68,0.5
16923,0.56,0.4,0.73,0.7,0.87,0.8
16924,0.36,0.7,0.17,0.4,0.52,0.4
16925,0.43,0.3,0.14,0.7,0.12,0.6
16926,0.8,0.6,0.44,0.8,0.63,0.4
16927,0.48,0.6,0.55,0.5,0.53,0.6
16928,0.46,0.8,0.15,0.6,0.55,0.6
16929,0.84,0.7,0.15,0.6,0.96,0.7
16930,0.93,0.3,0.62,0.4,0.89,0.4
16931,0.9,0.6,0.23,0.5,0.63,0.7
16932,0.96,0.5,0.78,0.5,0.13,0.7
16933,0.88,0.7,0.77,0.4,0.12,0.7
16934,0.76,0.7,0.76,0.6,0.31,0.8
16935,0.8,0.7,0.36,0.5,0.92,0.5
16936,0.64,0.6,0.11,0.6,0.83,0.5
16937,0.45,0.6,0.67,0.4,0.86,0.5
16938,0.46,0.4,0.58,0.3,0.15,0.7
16939,0.76,0.7,0.3,0.6,0.48,0.7
16940,0.21,0.6,0.37,0.6,0.12,0.3
16941,0.38,0.6,0.91,0.6,0.21,0.7
16942,0.34,0.3,0.79,0.5,0.2,0.7
16943,0.83,0.6,0.79,0.7,0.78,0.8
16944,0.93,0.5,0.92,0.5,0.22,0.4
16945,0.44,0.5,0.51,0.5,0.28,0.6
16946,0.43,0.6,0.96,0.3,0.88,0.4
16947,0.77,0.5,0.17,0.7,0.29,0.6
16948,0.78,0.8,0.38,0.4,0.51,0.5
16949,0.42,0.4,0.14,0.5,0.69,0.4
16950,0.59,0.4,0.86,0.7,0.83,0.3
16951,0.56,0.6,0.96,0.3,0.67,0.6
16952,0.2,0.3,0.71,0.4,0.91,0.6
16953,0.42,0.5,0.62,0.7,0.1,0.6
16954,0.36,0.3,0.31,0.5,0.26,0.5
16955,0.31,0.5,0.64,0.8,0.77,0.7
16956,0.49,0.5,0.45,0.7,0.25,0.4
16957,0.42,0.6,0.56,0.6,0.17,0.5
16958,0.32,0.5,0.46,0.8,0.43,0.6
16959,0.77,0.6,0.68,0.8,0.83,0.6
16960,0.57,0.4,0.12,0.4,0.25,0.5
16961,0.51,0.4,0.55,0.6,0.5,0.5
16962,0.92,0.4,0.61,0.4,0.42,0.7
16963,0.32,0.5,0.38,0.6,0.24,0.6
16964,0.23,0.3,0.89,0.5,0.72,0.8
16965,0.88,0.4,0.75,0.4,0.62,0.8
16966,0.28,0.4,0.37,0.6,0.86,0.3
16967,0.12,0.5,0.81,0.3,0.4,0.5
16968,0.44,0.3,0.81,0.8,0.94,0.5
16969,0.45,0.5,0.47,0.5,0.43,0.7
16970,0.28,0.7,0.93,0.5,0.38,0.3
16971,0.28,0.5,0.55,0.3,0.21,0.3
16972,0.73,0.4,0.35,0.7,0.59,0.5
16973,0.9,0.4,0.84,0.3,0.36,0.4
16974,0.47,0.8,0.74,0.5,0.89,0.3
16975,0.46,0.7,0.78,0.3,0.97,0.3
16976,0.18,0.8,0.17,0.5,0.69,0.6
16977,0.36,0.7,0.83,0.4,0.25,0.4
16978,0.15,0.8,0.84,0.8,0.18,0.4
16979,0.34,0.4,0.78,0.7,0.94,0.3
16980,0.26,0.6,0.61,0.7,0.11,0.5
16981,0.62,0.8,0.67,0.7,0.43,0.4
16982,0.62,0.5,0.3,0.8,0.41,0.8
16983,0.33,0.3,0.41,0.8,0.54,0.5
16984,0.19,0.4,0.95,0.7,0.15,0.3
16985,0.71,0.4,0.86,0.5,0.81,0.3
16986,0.18,0.6,0.13,0.7,0.71,0.7
16987,0.21,0.6,0.52,0.8,0.78,0.5
16988,0.64,0.6,0.36,0.7,0.27,0.3
16989,0.51,0.5,0.9,0.5,0.18,0.5
16990,0.62,0.7,0.12,0.6,0.23,0.7
16991,0.27,0.5,0.69,0.4,0.37,0.7
16992,0.55,0.3,0.63,0.7,0.74,0.5
16993,0.52,0.7,0.79,0.7,0.66,0.5
16994,0.87,0.7,0.45,0.4,0.63,0.5
16995,0.72,0.4,0.82,0.7,0.48,0.5
16996,0.72,0.3,0.11,0.4,0.32,0.4
16997,0.81,0.5,0.38,0.3,0.86,0.4
16998,0.6,0.7,0.6,0.8,0.95,0.5
16999,0.49,0.7,0.88,0.5,0.83,0.8
17000,0.73,0.5,0.69,0.3,0.51,0.6
17001,0.19,0.8,0.73,0.6,0.55,0.8
17002,0.87,0.4,0.57,0.7,0.9,0.3
17003,0.43,0.5,0.36,0.7,0.95,0.3
17004,0.13,0.5,0.51,0.4,0.74,0.5
17005,0.67,0.5,0.17,0.3,0.97,0.5
17006,0.1,0.6,0.31,0.8,0.25,0.8
17007,0.46,0.5,0.82,0.8,0.37,0.8
17008,0.48,0.5,0.13,0.4,0.84,0.5
17009,0.28,0.4,0.7,0.7,0.67,0.4
17010,0.92,0.5,0.97,0.3,0.92,0.4
17011,0.93,0.6,0.73,0.4,0.78,0.5
17012,0.74,0.8,0.97,0.7,0.88,0.8
17013,0.83,0.4,0.95,0.8,0.49,0.7
17014,0.72,0.3,0.93,0.7,0.57,0.7
17015,0.27,0.6,0.41,0.7,0.31,0.8
17016,0.89,0.3,0.84,0.6,0.28,0.7
17017,0.3,0.8,0.12,0.5,0.31,0.4
17018,0.88,0.5,0.53,0.3,0.57,0.5
17019,0.23,0.7,0.8,0.7,0.58,0.4
17020,0.52,0.4,0.95,0.5,0.77,0.5
17021,0.52,0.8,0.31,0.6,0.16,0.5
17022,0.64,0.6,0.54,0.6,0.87,0.6
17023,0.16,0.4,0.28,0.5,0.15,0.4
17024,0.69,0.7,0.72,0.7,0.57,0.4
17025,0.83,0.7,0.37,0.8,0.13,0.3
17026,0.52,0.8,0.26,0.6,0.64,0.3
17027,0.74,0.4,0.29,0.5,0.96,0.4
17028,0.71,0.5,0.2,0.4,0.36,0.4
17029,0.95,0.6,0.38,0.4,0.57,0.4
17030,0.93,0.5,0.82,0.5,0.2,0.6
17031,0.13,0.6,0.72,0.7,0.73,0.3
17032,0.31,0.5,0.28,0.3,0.53,0.4
17033,0.7,0.5,0.12,0.8,0.56,0.3
17034,0.54,0.3,0.81,0.3,0.17,0.7
17035,0.12,0.7,0.79,0.4,0.37,0.4
17036,0.94,0.6,0.51,0.6,0.95,0.4
17037,0.28,0.7,0.8,0.7,0.47,0.6
17038,0.49,0.6,0.31,0.6,0.87,0.5
17039,0.48,0.8,0.29,0.8,0.4,0.7
17040,0.42,0.6,0.25,0.8,0.82,0.8
17041,0.29,0.4,0.21,0.3,0.5,0.8
17042,0.59,0.7,0.53,0.5,0.86,0.8
17043,0.45,0.4,0.94,0.7,0.74,0.4
17044,0.47,0.6,0.13,0.7,0.75,0.7
17045,0.24,0.5,0.93,0.5,0.32,0.3
17046,0.75,0.7,0.48,0.6,0.28,0.6
17047,0.69,0.5,0.47,0.5,0.62,0.3
17048,0.68,0.7,0.54,0.4,0.19,0.4
17049,0.34,0.5,0.41,0.3,0.35,0.7
17050,0.6,0.4,0.88,0.6,0.65,0.8
17051,0.49,0.4,0.79,0.5,0.91,0.4
17052,0.92,0.6,0.75,0.5,0.9,0.7
17053,0.72,0.3,0.59,0.5,0.91,0.4
17054,0.13,0.4,0.69,0.6,0.25,0.7
17055,0.86,0.4,0.89,0.4,0.13,0.3
17056,0.19,0.4,0.9,0.6,0.3,0.3
17057,0.37,0.7,0.58,0.6,0.85,0.7
17058,0.34,0.7,0.72,0.4,0.23,0.6
17059,0.79,0.6,0.65,0.7,0.53,0.5
17060,0.78,0.4,0.8,0.3,0.72,0.5
17061,0.55,0.7,0.33,0.7,0.95,0.6
17062,0.54,0.5,0.55,0.6,0.44,0.8
17063,0.16,0.5,0.66,0.5,0.79,0.7
17064,0.13,0.4,0.24,0.7,0.41,0.8
17065,0.86,0.4,0.34,0.5,0.53,0.7
17066,0.51,0.6,0.78,0.4,0.9,0.7
17067,0.47,0.4,0.19,0.3,0.81,0.4
17068,0.32,0.5,0.6,0.4,0.59,0.7
17069,0.82,0.7,0.23,0.8,0.73,0.8
17070,0.43,0.4,0.13,0.3,0.37,0.4
17071,0.17,0.7,0.18,0.7,0.37,0.3
17072,0.96,0.4,0.74,0.5,0.67,0.6
17073,0.15,0.5,0.56,0.7,0.77,0.5
17074,0.11,0.4,0.79,0.7,0.49,0.4
17075,0.75,0.7,0.55,0.8,0.58,0.6
17076,0.77,0.5,0.78,0.4,0.62,0.6
17077,0.95,0.3,0.29,0.5,0.97,0.6
17078,0.78,0.8,0.97,0.6,0.65,0.7
17079,0.78,0.7,0.52,0.5,0.5,0.5
17080,0.62,0.5,0.15,0.4,0.21,0.5
17081,0.43,0.4,0.63,0.6,0.79,0.8
17082,0.96,0.4,0.87,0.5,0.93,0.4
17083,0.32,0.8,0.91,0.4,0.16,0.7
17084,0.77,0.3,0.55,0.5,0.43,0.7
17085,0.42,0.6,0.81,0.5,0.64,0.3
17086,0.28,0.5,0.18,0.6,0.89,0.5
17087,0.84,0.3,0.49,0.7,0.33,0.4
17088,0.47,0.4,0.68,0.6,0.79,0.7
17089,0.55,0.6,0.72,0.6,0.48,0.6
17090,0.89,0.3,0.3,0.7,0.44,0.8
17091,0.97,0.7,0.76,0.4,0.89,0.5
17092,0.63,0.5,0.11,0.5,0.94,0.8
17093,0.13,0.5,0.65,0.7,0.53,0.5
17094,0.6,0.6,0.33,0.5,0.63,0.7
17095,0.78,0.3,0.82,0.8,0.27,0.8
17096,0.63,0.6,0.22,0.7,0.15,0.7
17097,0.24,0.3,0.72,0.7,0.9,0.4
17098,0.87,0.4,0.43,0.6,0.69,0.5
17099,0.7,0.5,0.31,0.5,0.13,0.4
17100,0.59,0.6,0.23,0.3,0.33,0.4
17101,0.31,0.5,0.86,0.7,0.15,0.4
17102,0.62,0.4,0.53,0.6,0.13,0.8
17103,0.93,0.7,0.95,0.8,0.89,0.4
17104,0.14,0.6,0.51,0.4,0.94,0.5
17105,0.25,0.4,0.85,0.8,0.95,0.4
17106,0.94,0.4,0.35,0.4,0.74,0.5
17107,0.54,0.6,0.31,0.6,0.65,0.4
17108,0.4,0.7,0.67,0.4,0.37,0.6
17109,0.75,0.4,0.11,0.3,0.24,0.7
17110,0.41,0.4,0.88,0.5,0.11,0.7
17111,0.87,0.5,0.67,0.7,0.53,0.4
17112,0.38,0.8,0.59,0.8,0.68,0.7
17113,0.52,0.5,0.47,0.5,0.8,0.3
17114,0.91,0.4,0.29,0.6,0.69,0.6
17115,0.93,0.7,0.83,0.5,0.27,0.6
17116,0.74,0.6,0.75,0.5,0.31,0.6
17117,0.19,0.5,0.5,0.5,0.26,0.8
17118,0.37,0.7,0.19,0.5,0.63,0.3
17119,0.79,0.5,0.86,0.7,0.6,0.4
17120,0.81,0.4,0.46,0.7,0.87,0.7
17121,0.25,0.5,0.64,0.7,0.49,0.7
17122,0.29,0.6,0.25,0.8,0.69,0.4
17123,0.78,0.5,0.43,0.4,0.94,0.8
17124,0.94,0.7,0.58,0.4,0.7,0.6
17125,0.33,0.8,0.13,0.4,0.49,0.7
17126,0.68,0.5,0.21,0.5,0.2,0.3
17127,0.4,0.6,0.9,0.7,0.4,0.5
17128,0.84,0.6,0.15,0.3,0.26,0.3
17129,0.14,0.4,0.86,0.7,0.3,0.7
17130,0.52,0.7,0.21,0.6,0.48,0.5
17131,0.2,0.4,0.69,0.6,0.9,0.8
17132,0.63,0.4,0.72,0.4,0.86,0.6
17133,0.96,0.3,0.72,0.4,0.7,0.3
17134,0.86,0.7,0.63,0.3,0.64,0.4
17135,0.73,0.7,0.81,0.6,0.34,0.4
17136,0.49,0.7,0.48,0.6,0.13,0.4
17137,0.15,0.8,0.65,0.3,0.48,0.6
17138,0.19,0.6,0.25,0.7,0.76,0.5
17139,0.8,0.8,0.43,0.7,0.75,0.5
17140,0.18,0.5,0.83,0.4,0.46,0.8
17141,0.57,0.5,0.93,0.5,0.79,0.8
17142,0.61,0.7,0.38,0.6,0.1,0.6
17143,0.11,0.5,0.33,0.4,0.11,0.4
17144,0.84,0.7,0.72,0.7,0.89,0.6
17145,0.94,0.7,0.45,0.5,0.52,0.4
17146,0.62,0.5,0.49,0.5,0.93,0.7
17147,0.95,0.6,0.3,0.7,0.25,0.8
17148,0.56,0.7,0.11,0.5,0.87,0.4
17149,0.19,0.4,0.22,0.7,0.4,0.8
17150,0.34,0.7,0.32,0.6,0.7,0.3
17151,0.86,0.6,0.46,0.5,0.58,0.8
17152,0.7,0.5,0.49,0.5,0.31,0.3
17153,0.28,0.7,0.68,0.7,0.78,0.5
17154,0.4,0.5,0.17,0.4,0.57,0.5
17155,0.44,0.8,0.77,0.5,0.47,0.5
17156,0.53,0.7,0.57,0.4,0.87,0.6
17157,0.91,0.8,0.63,0.8,0.12,0.7
17158,0.93,0.5,0.94,0.7,0.74,0.3
17159,0.47,0.5,0.41,0.5,0.71,0.5
17160,0.32,0.3,0.48,0.6,0.63,0.3
17161,0.25,0.3,0.19,0.7,0.16,0.6
17162,0.21,0.6,0.9,0.5,0.48,0.4
17163,0.42,0.6,0.24,0.4,0.6,0.7
17164,0.15,0.7,0.86,0.6,0.53,0.5
17165,0.14,0.4,0.22,0.5,0.38,0.6
17166,0.58,0.7,0.49,0.6,0.46,0.6
17167,0.94,0.5,0.67,0.7,0.45,0.8
17168,0.53,0.4,0.56,0.6,0.75,0.6
17169,0.11,0.7,0.19,0.4,0.58,0.8
17170,0.15,0.8,0.11,0.6,0.77,0.7
17171,0.1,0.8,0.9,0.6,0.71,0.5
17172,0.63,0.4,0.28,0.3,0.71,0.7
17173,0.67,0.5,0.52,0.7,0.97,0.7
17174,0.16,0.4,0.94,0.8,0.63,0.6
17175,0.36,0.4,0.68,0.7,0.69,0.5
17176,0.79,0.4,0.61,0.5,0.68,0.7
17177,0.4,0.4,0.42,0.3,0.33,0.3
17178,0.23,0.5,0.46,0.7,0.56,0.3
17179,0.33,0.5,0.61,0.6,0.58,0.4
17180,0.5,0.7,0.53,0.6,0.76,0.7
17181,0.47,0.6,0.78,0.4,0.13,0.7
17182,0.71,0.4,0.57,0.3,0.29,0.6
17183,0.68,0.6,0.58,0.5,0.68,0.3
17184,0.52,0.6,0.62,0.6,0.86,0.7
17185,0.13,0.3,0.85,0.4,0.5,0.4
17186,0.42,0.5,0.11,0.7,0.28,0.4
17187,0.9,0.7,0.92,0.8,0.13,0.4
17188,0.74,0.4,0.62,0.6,0.11,0.6
17189,0.53,0.4,0.78,0.4,0.85,0.3
17190,0.17,0.6,0.11,0.5,0.54,0.5
17191,0.28,0.7,0.63,0.3,0.81,0.3
17192,0.72,0.4,0.73,0.4,0.84,0.7
17193,0.23,0.7,0.55,0.7,0.81,0.7
17194,0.49,0.4,0.17,0.7,0.15,0.4
17195,0.19,0.7,0.53,0.7,0.5,0.7
17196,0.13,0.4,0.17,0.5,0.12,0.5
17197,0.35,0.5,0.11,0.3,0.32,0.5
17198,0.14,0.7,0.65,0.5,0.88,0.6
17199,0.35,0.7,0.54,0.4,0.54,0.6
17200,0.1,0.6,0.57,0.7,0.18,0.8
17201,0.61,0.5,0.81,0.8,0.71,0.3
17202,0.6,0.7,0.72,0.4,0.73,0.8
17203,0.67,0.6,0.68,0.4,0.92,0.4
17204,0.71,0.7,0.68,0.4,0.19,0.6
17205,0.2,0.7,0.78,0.5,0.5,0.4
17206,0.45,0.4,0.71,0.4,0.78,0.5
17207,0.86,0.7,0.82,0.6,0.2,0.7
17208,0.12,0.8,0.51,0.5,0.61,0.8
17209,0.48,0.5,0.78,0.8,0.88,0.7
17210,0.22,0.4,0.6,0.5,0.35,0.6
17211,0.29,0.7,0.42,0.4,0.17,0.6
17212,0.72,0.4,0.11,0.6,0.85,0.5
17213,0.22,0.6,0.28,0.7,0.34,0.7
17214,0.52,0.7,0.69,0.6,0.25,0.7
17215,0.55,0.7,0.36,0.7,0.64,0.4
17216,0.74,0.6,0.81,0.4,0.78,0.4
17217,0.6,0.7,0.83,0.7,0.58,0.5
17218,0.69,0.4,0.36,0.7,0.59,0.3
17219,0.91,0.5,0.63,0.4,0.16,0.8
17220,0.85,0.7,0.47,0.5,0.42,0.6
17221,0.86,0.4,0.68,0.8,0.28,0.7
17222,0.44,0.7,0.13,0.6,0.68,0.4
17223,0.14,0.5,0.9,0.7,0.44,0.8
17224,0.49,0.3,0.19,0.3,0.26,0.8
17225,0.5,0.7,0.24,0.8,0.75,0.3
17226,0.12,0.3,0.91,0.5,0.23,0.5
17227,0.95,0.6,0.8,0.6,0.15,0.5
17228,0.12,0.4,0.45,0.7,0.41,0.5
17229,0.73,0.4,0.2,0.8,0.14,0.3
17230,0.41,0.8,0.12,0.6,0.32,0.7
17231,0.16,0.7,0.67,0.6,0.11,0.3
17232,0.55,0.3,0.45,0.4,0.78,0.8
17233,0.6,0.7,0.63,0.7,0.3,0.8
17234,0.95,0.5,0.85,0.6,0.44,0.8
17235,0.75,0.5,0.79,0.5,0.27,0.8
17236,0.88,0.7,0.61,0.5,0.89,0.8
17237,0.43,0.6,0.75,0.6,0.52,0.6
17238,0.75,0.6,0.56,0.4,0.2,0.5
17239,0.95,0.4,0.2,0.4,0.18,0.6
17240,0.37,0.5,0.9,0.5,0.85,0.6
17241,0.68,0.4,0.19,0.7,0.26,0.6
17242,0.85,0.5,0.54,0.5,0.74,0.7
17243,0.56,0.7,0.11,0.3,0.16,0.4
17244,0.27,0.6,0.34,0.6,0.18,0.7
17245,0.64,0.7,0.95,0.3,0.39,0.6
17246,0.61,0.4,0.81,0.7,0.74,0.5
17247,0.78,0.7,0.5,0.4,0.26,0.5
17248,0.87,0.5,0.47,0.5,0.53,0.3
17249,0.63,0.6,0.67,0.7,0.65,0.4
17250,0.28,0.6,0.68,0.6,0.47,0.3
17251,0.83,0.7,0.52,0.5,0.17,0.7
17252,0.72,0.3,0.12,0.5,0.38,0.8
17253,0.43,0.5,0.47,0.6,0.2,0.6
17254,0.23,0.6,0.81,0.5,0.41,0.8
17255,0.62,0.5,0.3,0.6,0.52,0.6
17256,0.15,0.7,0.2,0.4,0.19,0.4
17257,0.73,0.4,0.95,0.6,0.56,0.6
17258,0.38,0.8,0.79,0.8,0.17,0.5
17259,0.8,0.3,0.36,0.5,0.63,0.5
17260,0.14,0.6,0.37,0.4,0.66,0.4
17261,0.55,0.7,0.74,0.4,0.21,0.6
17262,0.92,0.7,0.17,0.4,0.85,0.5
17263,0.66,0.7,0.14,0.7,0.9,0.5
17264,0.7,0.5,0.24,0.5,0.12,0.8
17265,0.42,0.6,0.13,0.6,0.45,0.6
17266,0.62,0.7,0.6,0.5,0.86,0.3
17267,0.75,0.7,0.88,0.6,0.64,0.4
17268,0.95,0.7,0.28,0.6,0.87,0.5
